timestamp_index,label
95,trending_down
96,trending_down
97,trending_down
98,trending_down
99,trending_down
100,trending_down
101,trending_down
102,trending_down
103,trending_down
104,volatile
105,volatile
106,volatile
107,trending_up
108,trending_up
109,trending_up
110,trending_up
111,trending_up
112,trending_up
113,trending_up
114,trending_up
115,trending_up
116,trending_up
117,trending_up
118,trending_up
119,trending_up
120,trending_up
121,volatile
122,trending_up
123,trending_up
124,trending_up
125,trending_up
126,trending_up
127,trending_up
128,trending_up
129,trending_up
130,trending_up
131,trending_up
132,trending_up
133,trending_up
134,trending_up
135,trending_up
136,trending_up
137,trending_up
138,trending_up
139,trending_up
140,trending_up
141,trending_up
142,trending_up
143,trending_up
144,trending_up
145,trending_up
146,trending_up
147,trending_up
148,trending_up
149,trending_up
150,trending_up
151,trending_up
152,trending_up
153,trending_up
154,trending_up
155,trending_up
156,trending_up
157,trending_up
158,trending_up
159,trending_up
160,trending_up
161,trending_up
162,trending_up
163,trending_up
164,trending_up
165,trending_up
166,trending_up
167,trending_up
168,trending_up
169,trending_up
170,trending_up
171,trending_up
172,trending_up
173,trending_up
174,trending_up
175,trending_up
176,trending_up
177,trending_up
178,trending_up
179,trending_up
180,trending_up
181,trending_up
182,trending_up
183,trending_up
184,trending_up
185,trending_up
186,trending_up
187,trending_up
188,trending_up
189,trending_up
190,trending_up
191,trending_up
192,trending_up
193,trending_up
194,trending_up
195,trending_up
196,trending_up
197,trending_up
198,trending_up
199,trending_up
200,trending_up
201,trending_up
202,trending_up
203,trending_up
204,trending_up
205,trending_up
206,trending_up
207,trending_up
208,trending_up
209,trending_up
210,trending_up
211,trending_up
212,trending_up
213,trending_up
214,trending_up
215,trending_up
216,trending_up
217,trending_up
218,trending_up
219,trending_up
220,trending_up
221,trending_up
222,trending_up
223,trending_up
224,trending_up
225,trending_up
226,trending_up
227,trending_up
228,trending_up
229,trending_up
230,trending_up
231,trending_up
232,volatile
233,volatile
234,trending_up
235,trending_up
236,trending_up
237,trending_up
238,trending_up
239,trending_up
240,volatile
241,volatile
242,volatile
243,volatile
244,volatile
245,trending_up
246,trending_up
247,trending_up
248,volatile
249,volatile
250,volatile
251,volatile
252,volatile
253,volatile
254,trending_up
255,trending_up
256,volatile
257,trending_up
258,trending_up
259,trending_up
260,trending_up
261,trending_up
262,trending_up
263,trending_up
264,volatile
265,volatile
266,volatile
267,trending_up
268,trending_up
269,trending_up
270,trending_up
271,trending_up
272,trending_up
273,trending_up
274,trending_up
275,trending_up
276,trending_up
277,trending_up
278,trending_up
279,trending_up
280,trending_up
281,trending_up
282,trending_up
283,trending_up
284,trending_up
285,trending_up
286,trending_up
287,trending_up
288,trending_up
