timestamp_index,label
95,trending_down
96,trending_down
97,trending_down
98,trending_down
99,trending_down
100,trending_down
101,trending_down
102,trending_down
103,trending_down
104,trending_down
105,trending_down
106,trending_down
107,trending_down
108,trending_down
109,trending_down
110,trending_down
111,trending_down
112,trending_down
113,trending_down
114,trending_down
115,trending_down
116,trending_down
117,trending_down
118,trending_down
119,trending_down
120,trending_down
121,trending_down
122,trending_down
123,trending_down
124,trending_down
125,trending_down
126,trending_down
127,trending_down
128,trending_down
129,trending_down
130,trending_down
131,trending_down
132,volatile
133,volatile
134,volatile
135,volatile
136,volatile
137,volatile
138,volatile
139,volatile
140,volatile
141,volatile
142,volatile
143,volatile
144,volatile
145,volatile
146,volatile
147,volatile
148,volatile
149,volatile
150,volatile
151,volatile
152,volatile
153,volatile
154,volatile
155,volatile
156,volatile
157,volatile
158,volatile
159,volatile
160,trending_up
161,trending_up
162,trending_up
163,trending_up
164,trending_up
165,trending_up
166,trending_up
167,trending_up
168,trending_up
169,trending_up
170,trending_up
171,trending_up
172,trending_up
173,trending_up
174,trending_up
175,trending_up
176,trending_up
177,trending_up
178,trending_up
179,trending_up
180,trending_up
181,trending_up
182,trending_up
183,trending_up
184,trending_up
185,trending_up
186,trending_up
187,trending_up
188,trending_up
189,trending_up
190,trending_up
191,trending_up
192,trending_up
193,trending_up
194,trending_up
195,trending_up
196,trending_up
197,trending_up
198,trending_up
199,trending_up
200,trending_up
201,trending_up
202,trending_up
203,trending_up
204,trending_up
205,trending_up
206,trending_up
207,trending_up
208,trending_up
209,trending_up
210,trending_up
211,trending_up
212,trending_up
213,trending_up
214,trending_up
215,trending_up
216,trending_up
217,trending_up
218,trending_up
219,trending_up
220,trending_up
221,trending_up
222,trending_up
223,trending_up
224,trending_up
225,trending_up
226,trending_up
227,trending_up
228,trending_up
229,trending_up
230,trending_up
231,trending_up
232,trending_up
233,trending_up
234,trending_up
235,trending_up
236,trending_up
237,trending_up
238,trending_up
239,trending_up
240,trending_up
241,trending_up
242,trending_up
243,trending_up
244,trending_up
245,trending_up
246,trending_up
247,trending_up
248,trending_up
249,trending_up
250,trending_up
251,trending_up
252,trending_up
253,trending_up
254,trending_up
255,trending_up
256,trending_up
257,trending_up
258,trending_up
259,trending_up
260,trending_up
261,trending_up
262,trending_up
263,trending_up
264,trending_up
265,trending_up
266,trending_up
267,trending_up
268,trending_up
269,trending_up
270,trending_up
271,trending_up
272,trending_up
273,trending_up
274,trending_up
275,trending_up
276,trending_up
277,trending_up
278,trending_up
279,trending_up
280,trending_up
281,trending_up
282,trending_up
283,trending_up
284,trending_up
285,trending_up
286,trending_up
287,trending_up
288,trending_up
289,trending_up
